Especie,LON,LAT
Ambystoma_altamirani,-99.28,19.28
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.3125,19.3125
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.3125,19.3125
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.3125,19.3125
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.3125,19.3125
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.338059,19.257778
Ambystoma_altamirani,-99.3125,19.3125
Ambystoma_altamirani,-99.501667,18.95
Ambystoma_altamirani,-99.501667,18.95
Ambystoma_altamirani,-99.495003,18.9489
Ambystoma_altamirani,-99.495003,18.9489
Ambystoma_altamirani,-99.501667,18.95
Ambystoma_altamirani,-99.495003,18.9489
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.373889,19.286667
Ambystoma_altamirani,-99.312222,19.051667
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.312222,19.051667
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.373889,19.286667
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.3175,19.048889
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.7703959,19.2167369
